Respondent,DatabaseDesireNextYear,DatabaseWorkedWith
27742,MongoDB,
27742,MySQL,
27742,Oracle,
27742,PostgreSQL,
27742,Redis,
27742,SQLite,
27762,Elasticsearch,Microsoft SQL Server
27762,Microsoft SQL Server,
27762,PostgreSQL,
27762,Redis,
27810,Cassandra,DynamoDB
27810,,MySQL
27810,,PostgreSQL
27810,,Redis
27810,DynamoDB,
27810,Elasticsearch,
27810,PostgreSQL,
27810,Redis,
27812,Firebase,Firebase
27812,,Microsoft SQL Server
27812,,MySQL
27812,Microsoft SQL Server,
27812,MongoDB,
27830,Firebase,Firebase
27830,,Microsoft SQL Server
27830,,MongoDB
27830,,PostgreSQL
27830,,Redis
27830,,SQLite
27830,Microsoft SQL Server,
27830,Redis,
27830,SQLite,
27844,Microsoft SQL Server,Microsoft SQL Server
27844,,MongoDB
27844,,MySQL
27844,,Oracle
27844,,SQLite
27844,MongoDB,
27844,Oracle,
27844,SQLite,
27855,Elasticsearch,Elasticsearch
27855,,Firebase
27855,,MariaDB
27855,,MySQL
27855,,PostgreSQL
27855,,Redis
27855,,SQLite
27855,MariaDB,
27855,PostgreSQL,
27855,Redis,
27855,SQLite,
27858,MariaDB,Firebase
27858,,MariaDB
27858,,Microsoft SQL Server
27858,,PostgreSQL
27858,,SQLite
27858,Microsoft SQL Server,
27858,PostgreSQL,
27908,Microsoft SQL Server,Microsoft SQL Server
27908,,MySQL
27908,,Oracle
27908,,SQLite
27908,MongoDB,
27908,MySQL,
27908,SQLite,
27919,MongoDB,DynamoDB
27919,,MySQL
27919,,Redis
27919,MySQL,
27919,PostgreSQL,
27919,Redis,
27943,Firebase,Firebase
27943,,Microsoft SQL Server
27943,,MySQL
27943,,Redis
27943,,SQLite
27943,MariaDB,
27943,Microsoft SQL Server,
27943,MongoDB,
27943,MySQL,
27943,Oracle,
27943,Redis,
27960,Microsoft SQL Server,Microsoft SQL Server
27960,,Redis
27960,Redis,
27968,Cassandra,Elasticsearch
27968,,MariaDB
27968,,Microsoft SQL Server
27968,,MySQL
27968,,PostgreSQL
27968,Elasticsearch,
27968,Microsoft SQL Server,
27968,MongoDB,
27968,MySQL,
27968,PostgreSQL,
27975,Redis,PostgreSQL
28045,Redis,Elasticsearch
28045,,MariaDB
28045,,MongoDB
28045,,MySQL
28087,Firebase,IBM DB2
28087,,Microsoft SQL Server
28087,Microsoft SQL Server,
28095,Elasticsearch,Microsoft SQL Server
28095,Microsoft SQL Server,
28095,Redis,
28100,Microsoft SQL Server,Microsoft SQL Server
28108,Elasticsearch,DynamoDB
28108,,Elasticsearch
28108,,IBM DB2
28108,,Microsoft SQL Server
28108,,MongoDB
28108,,MySQL
28108,,Oracle
28108,,Redis
28108,,SQLite
28108,Microsoft SQL Server,
28108,MongoDB,
28108,Redis,
28108,SQLite,
28124,Cassandra,Firebase
28124,,MySQL
28124,,Oracle
28124,,PostgreSQL
28124,,SQLite
28124,Elasticsearch,
28124,MongoDB,
28137,Elasticsearch,Elasticsearch
28137,,MongoDB
28137,,Redis
28137,MongoDB,
28137,Redis,
28144,Elasticsearch,Elasticsearch
28144,,MongoDB
28144,,MySQL
28144,,Redis
28144,,SQLite
28144,MySQL,
28144,PostgreSQL,
28144,Redis,
28145,MongoDB,Microsoft SQL Server
28145,,PostgreSQL
28145,,Redis
28145,,SQLite
28145,PostgreSQL,
28145,Redis,
28145,SQLite,
28155,Elasticsearch,Elasticsearch
28155,,MySQL
28155,,PostgreSQL
28155,,Redis
28155,PostgreSQL,
28162,Elasticsearch,Oracle
28162,,PostgreSQL
28162,IBM DB2,
28162,PostgreSQL,
28162,Redis,
28173,PostgreSQL,PostgreSQL
28173,,SQLite
28173,Redis,
28185,PostgreSQL,PostgreSQL
28189,Elasticsearch,Elasticsearch
28189,,Microsoft SQL Server
28189,PostgreSQL,
28205,Elasticsearch,Microsoft SQL Server
28205,,SQLite
28205,Microsoft SQL Server,
28205,Redis,
28205,SQLite,
28216,Cassandra,DynamoDB
28216,,MariaDB
28216,,Oracle
28216,,Redis
28216,,SQLite
28216,DynamoDB,
28216,MariaDB,
28217,Elasticsearch,Microsoft SQL Server
28217,,MongoDB
28217,,MySQL
28217,PostgreSQL,
28217,Redis,
28217,SQLite,
28242,Microsoft SQL Server,Microsoft SQL Server
28260,MongoDB,MongoDB
28260,,SQLite
28260,SQLite,
28323,Firebase,Firebase
28323,,MySQL
28323,,PostgreSQL
28342,MariaDB,MariaDB
28342,,Microsoft SQL Server
28342,,MySQL
28342,,PostgreSQL
28342,Microsoft SQL Server,
28342,MySQL,
28342,PostgreSQL,
28346,MariaDB,PostgreSQL
28346,,SQLite
28346,PostgreSQL,
28346,Redis,
28346,SQLite,
28350,PostgreSQL,MariaDB
28350,,PostgreSQL
28350,,Redis
28350,,SQLite
28350,Redis,
28356,Elasticsearch,Elasticsearch
28356,,Firebase
28356,,Microsoft SQL Server
28356,,MySQL
28356,,Redis
28356,,SQLite
28356,Firebase,
28356,Microsoft SQL Server,
28356,Redis,
28365,MongoDB,DynamoDB
28365,,MongoDB
28365,,PostgreSQL
28369,PostgreSQL,MariaDB
28369,,MySQL
28369,,PostgreSQL
28369,Redis,
28373,Microsoft SQL Server,Microsoft SQL Server
28373,,PostgreSQL
28373,,SQLite
28373,PostgreSQL,
28373,Redis,
28373,SQLite,
28378,Firebase,Firebase
28378,,MariaDB
28378,,MongoDB
28378,,Oracle
28378,MariaDB,
28378,MongoDB,
28378,Oracle,
28378,Redis,
28387,Elasticsearch,Elasticsearch
28387,,MariaDB
28387,,MySQL
28387,,PostgreSQL
28387,,Redis
28387,,SQLite
28387,MariaDB,
28387,Redis,
28401,Elasticsearch,Elasticsearch
28401,,MongoDB
28401,,MySQL
28401,,Redis
28401,MongoDB,
28401,MySQL,
28401,Redis,
28449,DynamoDB,Cassandra
28449,,DynamoDB
28449,,Firebase
28449,,Microsoft SQL Server
28449,,SQLite
28449,Elasticsearch,
28449,Firebase,
28449,Microsoft SQL Server,
28449,Redis,
28449,SQLite,
28471,Microsoft SQL Server,DynamoDB
28471,,Elasticsearch
28471,,Microsoft SQL Server
28471,,Redis
28471,Redis,
28496,MongoDB,MongoDB
28496,Redis,
28512,Microsoft SQL Server,Microsoft SQL Server
28512,,MySQL
28512,,SQLite
28512,MySQL,
28519,Cassandra,Elasticsearch
28519,,Firebase
28519,,MariaDB
28519,,MongoDB
28519,,PostgreSQL
28519,Elasticsearch,
28519,MariaDB,
28519,PostgreSQL,
28519,Redis,
28540,Microsoft SQL Server,Microsoft SQL Server
28540,MongoDB,
28552,MongoDB,MongoDB
28552,PostgreSQL,
28552,Redis,
28557,Microsoft SQL Server,Microsoft SQL Server
28557,,Oracle
28557,,PostgreSQL
28557,PostgreSQL,
28564,MariaDB,MariaDB
28564,,MySQL
28584,Cassandra,Firebase
28584,,MySQL
28584,,PostgreSQL
28584,Couchbase,
28584,DynamoDB,
28584,Elasticsearch,
28584,Firebase,
28584,MariaDB,
28584,Microsoft SQL Server,
28584,MongoDB,
28584,MySQL,
28584,Oracle,
28584,PostgreSQL,
28584,Redis,
28584,SQLite,
28594,Firebase,Microsoft SQL Server
28594,,MySQL
28594,,Oracle
28594,Microsoft SQL Server,
28594,MySQL,
28594,Oracle,
28594,PostgreSQL,
28605,Elasticsearch,Cassandra
28605,,Elasticsearch
28605,,MariaDB
28605,,Redis
28605,,SQLite
28605,MariaDB,
28605,Redis,
28605,SQLite,
28612,Elasticsearch,MariaDB
28612,,MySQL
28612,Oracle,
28612,PostgreSQL,
28612,Redis,
28621,DynamoDB,Firebase
28621,,SQLite
28621,Elasticsearch,
28621,Firebase,
28621,MongoDB,
28622,Microsoft SQL Server,Microsoft SQL Server
28622,,SQLite
28622,SQLite,
28628,DynamoDB,DynamoDB
28628,,Elasticsearch
28628,,Redis
28628,Elasticsearch,
28628,PostgreSQL,
28628,Redis,
28641,MongoDB,MongoDB
28641,,MySQL
28641,,Redis
28641,,SQLite
28641,MySQL,
28652,Elasticsearch,MySQL
28652,Firebase,
28652,MariaDB,
28652,MySQL,
28652,PostgreSQL,
28652,Redis,
28682,Elasticsearch,Elasticsearch
28682,,PostgreSQL
28682,Firebase,
28682,IBM DB2,
28682,MongoDB,
28682,MySQL,
28682,Redis,
28707,MongoDB,Microsoft SQL Server
28707,,MongoDB
28707,,MySQL
28707,,Redis
28707,,SQLite
28707,MySQL,
28707,Redis,
28734,MongoDB,MongoDB
28734,Redis,
28765,Cassandra,Elasticsearch
28765,,Firebase
28765,,Microsoft SQL Server
28765,,MongoDB
28765,,MySQL
28765,,PostgreSQL
28765,Couchbase,
28765,DynamoDB,
28765,Elasticsearch,
28765,Firebase,
28765,IBM DB2,
28765,MariaDB,
28765,Microsoft SQL Server,
28765,MongoDB,
28765,MySQL,
28765,Oracle,
28765,PostgreSQL,
28765,Redis,
28765,SQLite,
28773,Firebase,Firebase
28773,,SQLite
28773,MongoDB,
28809,Firebase,Firebase
28809,,MongoDB
28809,,MySQL
28809,,SQLite
28809,MongoDB,
28809,MySQL,
28809,SQLite,
28833,Cassandra,Firebase
28833,,MongoDB
28833,,PostgreSQL
28833,,Redis
28833,Couchbase,
28833,Elasticsearch,
28833,Firebase,
28833,MongoDB,
28833,PostgreSQL,
28833,Redis,
28844,PostgreSQL,MariaDB
28844,,PostgreSQL
28844,,SQLite
28844,Redis,
28844,SQLite,
28854,MongoDB,MySQL
28854,,SQLite
28854,Oracle,
28861,Elasticsearch,Elasticsearch
28861,,Microsoft SQL Server
28861,,PostgreSQL
28861,Firebase,
28861,Microsoft SQL Server,
28861,PostgreSQL,
28861,Redis,
28880,Elasticsearch,MariaDB
28880,,MongoDB
28880,,MySQL
28880,,PostgreSQL
28880,,Redis
28880,MariaDB,
28880,MongoDB,
28880,MySQL,
28880,PostgreSQL,
28880,Redis,
28880,SQLite,
28909,Microsoft SQL Server,Elasticsearch
28909,,Microsoft SQL Server
28915,MongoDB,Microsoft SQL Server
28915,,MongoDB
28915,,MySQL
28915,,PostgreSQL
28915,,Redis
28915,,SQLite
28915,PostgreSQL,
28915,Redis,
28926,MongoDB,MongoDB
28926,,MySQL
28926,,Oracle
28926,MySQL,
28926,Oracle,
28926,PostgreSQL,
28932,MongoDB,Oracle
28953,PostgreSQL,PostgreSQL
28953,,Redis
28953,Redis,
28973,MongoDB,MongoDB
28973,,MySQL
28973,MySQL,
28973,Redis,
28973,SQLite,
28981,Couchbase,MongoDB
28981,,MySQL
28981,,Oracle
28981,Elasticsearch,
28981,MongoDB,
28981,MySQL,
28981,Oracle,
28989,MariaDB,MariaDB
28989,,MySQL
28989,MySQL,
28996,Microsoft SQL Server,Microsoft SQL Server
28996,,Redis
28996,Redis,
29019,Cassandra,Elasticsearch
29019,,MariaDB
29019,,MySQL
29019,,PostgreSQL
29019,,Redis
29019,Elasticsearch,
29019,MongoDB,
29035,Cassandra,Cassandra
29035,,Elasticsearch
29035,,Firebase
29035,,MySQL
29035,,PostgreSQL
29035,,Redis
29035,,SQLite
29035,Firebase,
29035,MongoDB,
29035,PostgreSQL,
29035,Redis,
29075,Elasticsearch,PostgreSQL
29075,,SQLite
29075,MongoDB,
29075,PostgreSQL,
29075,Redis,
29080,MariaDB,Microsoft SQL Server
29080,,MySQL
29080,MongoDB,
29080,Oracle,
29080,PostgreSQL,
29080,SQLite,
29081,Couchbase,MariaDB
29081,,MongoDB
29081,Elasticsearch,
29081,Firebase,
29081,MariaDB,
29081,MongoDB,
29081,SQLite,
29084,Cassandra,MariaDB
29084,,MongoDB
29084,,MySQL
29084,,SQLite
29084,Couchbase,
29084,DynamoDB,
29084,Elasticsearch,
29084,Firebase,
29084,MongoDB,
29084,MySQL,
29084,PostgreSQL,
29084,Redis,
29084,SQLite,
29087,Microsoft SQL Server,Microsoft SQL Server
29087,,MySQL
29087,,PostgreSQL
29087,,SQLite
29087,MySQL,
29087,PostgreSQL,
29087,SQLite,
29091,Elasticsearch,Elasticsearch
29091,,MariaDB
29091,,Microsoft SQL Server
29091,Microsoft SQL Server,
29102,Microsoft SQL Server,Microsoft SQL Server
29102,,MySQL
29102,,SQLite
29102,MySQL,
29102,SQLite,
29114,Firebase,Firebase
29124,Microsoft SQL Server,Microsoft SQL Server
29137,Firebase,Firebase
29137,,MariaDB
29137,,Microsoft SQL Server
29137,,MongoDB
29137,,MySQL
29137,,Oracle
29137,,PostgreSQL
29137,,Redis
29137,,SQLite
29137,MariaDB,
29137,MySQL,
29137,Oracle,
29137,PostgreSQL,
29137,Redis,
29150,Elasticsearch,Elasticsearch
29150,,Microsoft SQL Server
29150,,MySQL
29150,,Oracle
29150,,PostgreSQL
29150,,SQLite
29150,MongoDB,
29150,MySQL,
29159,Firebase,Firebase
29159,,MariaDB
29159,,Microsoft SQL Server
29159,,MySQL
29159,MariaDB,
29159,Microsoft SQL Server,
29159,MySQL,
29164,Microsoft SQL Server,Microsoft SQL Server
29166,DynamoDB,MariaDB
29166,,MongoDB
29166,,MySQL
29166,,PostgreSQL
29166,,Redis
29166,,SQLite
29166,Elasticsearch,
29166,MariaDB,
29166,MongoDB,
29166,Redis,
29168,PostgreSQL,Elasticsearch
29168,,PostgreSQL
29168,,Redis
29168,Redis,
29169,PostgreSQL,PostgreSQL
29178,Microsoft SQL Server,Microsoft SQL Server
29178,,MongoDB
29178,MySQL,
29178,PostgreSQL,
29178,Redis,
29200,Couchbase,Couchbase
29200,,PostgreSQL
29200,PostgreSQL,
29221,Cassandra,Elasticsearch
29221,,MongoDB
29221,,PostgreSQL
29221,,SQLite
29221,PostgreSQL,
29221,SQLite,
29222,Microsoft SQL Server,Microsoft SQL Server
29223,MariaDB,MariaDB
29223,,MySQL
29223,MySQL,
29225,MySQL,MySQL
29225,,SQLite
29225,SQLite,
29252,PostgreSQL,Elasticsearch
29252,,MongoDB
29252,,PostgreSQL
29272,Microsoft SQL Server,Microsoft SQL Server
29272,,PostgreSQL
29272,,Redis
29272,PostgreSQL,
29272,Redis,
29303,MariaDB,MariaDB
29303,,Microsoft SQL Server
29303,,MySQL
29303,,PostgreSQL
29303,MySQL,
29303,PostgreSQL,
29351,MySQL,MySQL
29351,,PostgreSQL
29366,SQLite,SQLite
29371,DynamoDB,PostgreSQL
29371,,Redis
29371,,SQLite
29371,Elasticsearch,
29371,PostgreSQL,
29371,Redis,
29373,Microsoft SQL Server,Microsoft SQL Server
29373,,MySQL
29373,,SQLite
29373,MySQL,
29373,PostgreSQL,
29373,SQLite,
29380,MySQL,Microsoft SQL Server
29380,,MySQL
29380,,Oracle
29380,,SQLite
29458,Microsoft SQL Server,Microsoft SQL Server
29458,,MongoDB
29458,,SQLite
29458,MongoDB,
29458,SQLite,
29513,Elasticsearch,Microsoft SQL Server
29513,Microsoft SQL Server,
29532,Elasticsearch,Microsoft SQL Server
29532,Microsoft SQL Server,
29536,MySQL,MongoDB
29536,,MySQL
29543,Cassandra,MySQL
29543,DynamoDB,
29543,Elasticsearch,
29543,MariaDB,
29543,MongoDB,
29543,MySQL,
29543,PostgreSQL,
29543,Redis,
29543,SQLite,
29551,MariaDB,MariaDB
29551,,MySQL
29551,,PostgreSQL
29551,,SQLite
29551,MongoDB,
29551,MySQL,
29551,PostgreSQL,
29551,SQLite,
29560,MariaDB,MariaDB
29560,,MySQL
29560,,Redis
29560,,SQLite
29560,MySQL,
29560,Redis,
29560,SQLite,
29577,PostgreSQL,Firebase
29577,,PostgreSQL
29600,DynamoDB,DynamoDB
29600,,Elasticsearch
29600,,Microsoft SQL Server
29600,,MySQL
29600,,PostgreSQL
29600,Elasticsearch,
29600,Firebase,
29600,Microsoft SQL Server,
29600,MongoDB,
29600,MySQL,
29600,PostgreSQL,
29600,Redis,
29607,Elasticsearch,Microsoft SQL Server
29607,,PostgreSQL
29607,MongoDB,
29607,PostgreSQL,
29607,Redis,
29608,Couchbase,MongoDB
29608,,MySQL
29608,,PostgreSQL
29608,PostgreSQL,
29616,MariaDB,Microsoft SQL Server
29616,,MySQL
29616,,Oracle
29616,Microsoft SQL Server,
29616,MongoDB,
29616,Oracle,
29616,PostgreSQL,
29616,Redis,
29619,Microsoft SQL Server,Microsoft SQL Server
29619,,PostgreSQL
29619,,SQLite
29619,PostgreSQL,
29620,Elasticsearch,Microsoft SQL Server
29620,Microsoft SQL Server,
29620,PostgreSQL,
29635,Cassandra,Elasticsearch
29635,,MongoDB
29635,,Oracle
29635,Elasticsearch,
29635,MongoDB,
29635,MySQL,
29636,PostgreSQL,PostgreSQL
29644,Elasticsearch,Elasticsearch
29644,,MySQL
29644,,PostgreSQL
29644,PostgreSQL,
29646,Firebase,Firebase
29664,PostgreSQL,MySQL
29664,,PostgreSQL
29676,MySQL,MySQL
29676,,PostgreSQL
29676,,SQLite
29676,PostgreSQL,
29698,Elasticsearch,Elasticsearch
29698,,MySQL
29698,,Redis
29698,MySQL,
29698,PostgreSQL,
29698,Redis,
29734,Cassandra,Cassandra
29734,,MySQL
29734,,PostgreSQL
29734,,Redis
29734,,SQLite
29734,PostgreSQL,
29734,Redis,
29764,Cassandra,Microsoft SQL Server
29764,,PostgreSQL
29764,,Redis
29764,Firebase,
29764,Microsoft SQL Server,
29764,PostgreSQL,
29764,Redis,
29771,Microsoft SQL Server,Microsoft SQL Server
29783,Microsoft SQL Server,Microsoft SQL Server
29783,,MongoDB
29783,MongoDB,
29783,Redis,
29785,DynamoDB,DynamoDB
29785,,MySQL
29785,MySQL,
29797,DynamoDB,DynamoDB
29797,,Microsoft SQL Server
29797,,SQLite
29797,Elasticsearch,
29797,Microsoft SQL Server,
29797,SQLite,
29804,Elasticsearch,Elasticsearch
29804,,MySQL
29804,MySQL,
29824,Firebase,Microsoft SQL Server
29824,MySQL,
29826,Elasticsearch,Elasticsearch
29826,,Firebase
29826,,MySQL
29826,,PostgreSQL
29826,,Redis
29826,,SQLite
29826,MySQL,
29826,PostgreSQL,
29826,Redis,
29827,Elasticsearch,Oracle
29827,,PostgreSQL
29827,MariaDB,
29827,MongoDB,
29827,PostgreSQL,
29827,Redis,
29835,Microsoft SQL Server,Microsoft SQL Server
29835,,MongoDB
29835,,MySQL
29835,,Oracle
29835,,PostgreSQL
29835,,Redis
29835,,SQLite
29835,MongoDB,
29835,MySQL,
29835,Oracle,
29835,PostgreSQL,
29835,Redis,
29835,SQLite,
29860,MariaDB,MariaDB
29860,,Microsoft SQL Server
29860,,MongoDB
29860,,MySQL
29860,,SQLite
29860,MongoDB,
29860,MySQL,
29862,PostgreSQL,Elasticsearch
29862,,MySQL
29862,,PostgreSQL
29862,,Redis
29862,Redis,
29876,Elasticsearch,Microsoft SQL Server
29876,,MongoDB
29876,,PostgreSQL
29876,,Redis
29876,PostgreSQL,
29890,Couchbase,Couchbase
29890,,Microsoft SQL Server
29890,MongoDB,
29890,PostgreSQL,
29890,Redis,
29946,Microsoft SQL Server,Microsoft SQL Server
29946,,MySQL
29956,Cassandra,DynamoDB
29956,,MariaDB
29956,,MySQL
29956,,PostgreSQL
29956,Couchbase,
29956,DynamoDB,
29956,Elasticsearch,
29956,MariaDB,
29956,MongoDB,
29956,MySQL,
29956,PostgreSQL,
29956,Redis,
29956,SQLite,
29961,Microsoft SQL Server,Microsoft SQL Server
29961,,MySQL
29961,,SQLite
29961,MySQL,
29961,SQLite,
29986,Elasticsearch,Cassandra
29986,,Elasticsearch
29986,,MariaDB
29986,,MongoDB
29986,,PostgreSQL
29986,,Redis
29986,,SQLite
29986,MariaDB,
29986,MongoDB,
29986,PostgreSQL,
29986,Redis,
29986,SQLite,
29987,MySQL,MySQL
29987,,Redis
29987,Redis,
29990,MySQL,MySQL
29990,,Redis
29990,Redis,
30011,MySQL,MySQL
30011,,Redis
30011,Redis,
30017,Firebase,Microsoft SQL Server
30017,,MongoDB
30017,,MySQL
30017,,PostgreSQL
30017,,SQLite
30017,MongoDB,
30017,PostgreSQL,
30029,Microsoft SQL Server,DynamoDB
30029,,Elasticsearch
30029,,Microsoft SQL Server
30030,Firebase,Firebase
30030,,MongoDB
30030,,MySQL
30030,,PostgreSQL
30030,MariaDB,
30030,PostgreSQL,
30030,SQLite,
30045,PostgreSQL,PostgreSQL
30045,Redis,
30054,Elasticsearch,Cassandra
30054,,Elasticsearch
30054,,PostgreSQL
30054,Redis,
30062,Elasticsearch,PostgreSQL
30062,PostgreSQL,
30064,Cassandra,Redis
30064,DynamoDB,
30064,Elasticsearch,
30064,PostgreSQL,
30064,Redis,
30074,Cassandra,MongoDB
30074,,MySQL
30074,,SQLite
30074,DynamoDB,
30074,Elasticsearch,
30074,MongoDB,
30074,PostgreSQL,
30074,Redis,
30074,SQLite,
30081,Microsoft SQL Server,Microsoft SQL Server
30081,,PostgreSQL
30081,,SQLite
30081,PostgreSQL,
30081,Redis,
30081,SQLite,
30089,PostgreSQL,PostgreSQL
30089,,SQLite
30089,SQLite,
30093,Firebase,Firebase
30093,,MariaDB
30093,,MongoDB
30093,,MySQL
30093,MariaDB,
30093,MongoDB,
30093,MySQL,
30096,MariaDB,Firebase
30096,,MariaDB
30096,,MySQL
30096,,Oracle
30096,,PostgreSQL
30096,Microsoft SQL Server,
30096,MongoDB,
30096,MySQL,
30096,Oracle,
30096,PostgreSQL,
30099,Elasticsearch,Cassandra
30099,,Couchbase
30099,,DynamoDB
30099,,Elasticsearch
30099,,Firebase
30099,,MariaDB
30099,,Microsoft SQL Server
30099,,MongoDB
30099,,MySQL
30099,,PostgreSQL
30099,,Redis
30099,,SQLite
30099,Firebase,
30099,PostgreSQL,
30099,Redis,
30099,SQLite,
30105,MongoDB,MongoDB
30105,,Oracle
30105,,Redis
30105,,SQLite
30105,Redis,
30105,SQLite,
30121,Microsoft SQL Server,Microsoft SQL Server
30134,PostgreSQL,MySQL
30134,Redis,
30134,SQLite,
30137,Elasticsearch,PostgreSQL
30137,,Redis
30137,PostgreSQL,
30137,Redis,
30145,Cassandra,Cassandra
30145,,Elasticsearch
30145,,MySQL
30145,,PostgreSQL
30145,MongoDB,
30145,MySQL,
30145,Redis,
30146,Elasticsearch,Elasticsearch
30146,,MySQL
30146,,Oracle
30146,,PostgreSQL
30146,MongoDB,
30146,Oracle,
30150,SQLite,Microsoft SQL Server
30160,MongoDB,Microsoft SQL Server
30160,,MongoDB
30160,,MySQL
30160,,Redis
30160,MySQL,
30160,Redis,
30178,Elasticsearch,Microsoft SQL Server
30178,,Oracle
30178,,Redis
30178,,SQLite
30178,Microsoft SQL Server,
30185,Couchbase,Microsoft SQL Server
30185,,Redis
30185,MongoDB,
30194,Microsoft SQL Server,Microsoft SQL Server
30194,,MySQL
30194,,PostgreSQL
30194,,SQLite
30194,PostgreSQL,
30194,Redis,
30194,SQLite,
30207,Firebase,Firebase
30207,,Microsoft SQL Server
30207,,Oracle
30207,Microsoft SQL Server,
30207,MongoDB,
30207,PostgreSQL,
30216,Microsoft SQL Server,Microsoft SQL Server
30216,,PostgreSQL
30216,,Redis
30216,PostgreSQL,
30216,Redis,
30227,PostgreSQL,Microsoft SQL Server
30227,,MongoDB
30227,,MySQL
30227,,PostgreSQL
30227,,Redis
30227,,SQLite
30227,Redis,
30227,SQLite,
30241,Microsoft SQL Server,Microsoft SQL Server
30241,,Oracle
30244,Oracle,Oracle
30244,,PostgreSQL
30244,PostgreSQL,
30250,Couchbase,Firebase
30250,,MariaDB
30250,,MongoDB
30250,,MySQL
30250,,Oracle
30250,,PostgreSQL
30250,,SQLite
30250,DynamoDB,
30250,Firebase,
30250,MongoDB,
30250,Oracle,
30250,PostgreSQL,
30250,Redis,
30280,Microsoft SQL Server,Microsoft SQL Server
30284,MongoDB,Microsoft SQL Server
30284,,MySQL
30284,,Oracle
30284,,SQLite
30284,Redis,
30285,Redis,MySQL
30285,,PostgreSQL
30285,,Redis
30291,DynamoDB,DynamoDB
30291,PostgreSQL,
30291,Redis,
30339,DynamoDB,DynamoDB
30339,,Redis
30339,Redis,
30345,Elasticsearch,Microsoft SQL Server
30345,,MongoDB
30345,,MySQL
30345,,PostgreSQL
30345,MySQL,
30345,PostgreSQL,
30345,Redis,
30346,Firebase,Microsoft SQL Server
30346,,MongoDB
30346,,MySQL
30346,Microsoft SQL Server,
30346,MongoDB,
30346,MySQL,
30348,DynamoDB,DynamoDB
30348,,Elasticsearch
30348,,Microsoft SQL Server
30348,,MySQL
30348,,PostgreSQL
30348,,Redis
30348,Elasticsearch,
30348,MySQL,
30348,PostgreSQL,
30348,Redis,
30370,Cassandra,MySQL
30370,MySQL,
30370,PostgreSQL,
30370,Redis,
30391,Couchbase,Couchbase
30391,,MongoDB
30391,,MySQL
30391,,PostgreSQL
30391,,SQLite
30391,Elasticsearch,
30391,MongoDB,
30391,MySQL,
30391,PostgreSQL,
30391,SQLite,
30396,Firebase,Cassandra
30396,,Firebase
30396,,MongoDB
30396,,MySQL
30396,,PostgreSQL
30396,MongoDB,
30396,MySQL,
30396,PostgreSQL,
30398,Elasticsearch,Elasticsearch
30398,,MySQL
30398,,Redis
30398,MySQL,
30409,Cassandra,Cassandra
30409,,Microsoft SQL Server
30409,,Oracle
30409,,PostgreSQL
30409,Microsoft SQL Server,
30409,Oracle,
30409,PostgreSQL,
30413,Microsoft SQL Server,Microsoft SQL Server
30413,,MongoDB
30413,,SQLite
30413,PostgreSQL,
30423,PostgreSQL,MySQL
30423,SQLite,
30438,MongoDB,MongoDB
30438,,PostgreSQL
30438,,Redis
30438,PostgreSQL,
30438,Redis,
30439,Firebase,Firebase
30439,,Microsoft SQL Server
30439,,MySQL
30439,MySQL,
30439,Redis,
30446,MongoDB,DynamoDB
30446,,Elasticsearch
30446,,MySQL
30446,,PostgreSQL
30446,,Redis
30446,,SQLite
30446,MySQL,
30455,Elasticsearch,Elasticsearch
30455,,Microsoft SQL Server
30455,Microsoft SQL Server,
30472,Cassandra,Microsoft SQL Server
30472,Elasticsearch,
30472,Firebase,
30472,Microsoft SQL Server,
30472,PostgreSQL,
30472,Redis,
30477,Elasticsearch,Couchbase
30477,,Elasticsearch
30477,,MySQL
30477,,Redis
30477,,SQLite
30477,MySQL,
30477,Redis,
30477,SQLite,
30489,Microsoft SQL Server,Microsoft SQL Server
30489,,MySQL
30489,,SQLite
30489,MySQL,
30489,SQLite,
30497,DynamoDB,Firebase
30497,,MariaDB
30497,,MySQL
30497,,SQLite
30497,Firebase,
30497,MongoDB,
30497,MySQL,
30497,SQLite,
30515,Firebase,Firebase
30515,,PostgreSQL
30520,Elasticsearch,Elasticsearch
30520,,Microsoft SQL Server
30520,Microsoft SQL Server,
30525,PostgreSQL,MySQL
30525,,PostgreSQL
30536,Firebase,Firebase
30536,,Microsoft SQL Server
30536,,Redis
30536,Microsoft SQL Server,
30536,Redis,
30565,MariaDB,MySQL
30565,,PostgreSQL
30565,,SQLite
30565,MongoDB,
30565,Oracle,
30565,Redis,
30571,Couchbase,Elasticsearch
30571,,MongoDB
30571,,MySQL
30571,Elasticsearch,
30571,MariaDB,
30571,MongoDB,
30571,Redis,
30571,SQLite,
30579,Cassandra,Cassandra
30579,,MariaDB
30579,,MongoDB
30579,,MySQL
30579,,Oracle
30579,,PostgreSQL
30579,MySQL,
30579,Oracle,
30579,PostgreSQL,
30583,Microsoft SQL Server,Microsoft SQL Server
30583,,MySQL
30583,,PostgreSQL
30583,PostgreSQL,
30585,Microsoft SQL Server,Microsoft SQL Server
30585,,Redis
30585,Redis,
30591,DynamoDB,Microsoft SQL Server
30591,,MongoDB
30591,,MySQL
30591,,Oracle
30591,,Redis
30591,,SQLite
30598,Firebase,Firebase
30598,,Microsoft SQL Server
30640,Cassandra,Elasticsearch
30640,,Microsoft SQL Server
30640,,MongoDB
30640,,MySQL
