,Respondent,PlatformDesireNextYear,PlatformWorkedWith
72302,42631,Android,Arduino
72303,42631,,Linux
72304,42631,,Windows
72305,42631,,WordPress
72306,42631,Linux,
72310,42631,Raspberry Pi,
72314,42660,AWS,Docker
72315,42660,,Linux
72316,42660,,MacOS
72317,42660,,Windows
72318,42660,Docker,
72322,42660,Kubernetes,
72326,42660,Linux,
72330,42660,MacOS,
72334,42770,Android,Docker
72335,42770,,Microsoft Azure
72336,42770,AWS,
72338,42770,iOS,
72340,42770,Kubernetes,
72342,42776,Android,Windows
72343,42776,AWS,
72344,42776,Docker,
72345,42776,Google Cloud Platform,
72346,42776,Microsoft Azure,
72347,42776,Raspberry Pi,
72348,42852,Kubernetes,Docker
72349,42852,,Kubernetes
72350,42852,,Linux
72351,42852,,Microsoft Azure
72352,42852,,Windows
72353,42852,Linux,
72358,42852,Microsoft Azure,
72363,42852,Windows,
72368,42876,AWS,AWS
72369,42876,,Docker
72370,42876,,Linux
72371,42876,,MacOS
72372,42876,Docker,
72376,42876,IBM Cloud or Watson,
72380,42876,Linux,
72384,42909,Android,AWS
72385,42909,,Arduino
72386,42909,,Docker
72387,42909,,Linux
72388,42909,,Windows
72389,42909,Arduino,
72394,42909,AWS,
72399,42909,Docker,
72404,42909,iOS,
72409,42909,Linux,
72414,42909,MacOS,
72419,42909,Raspberry Pi,
72424,42909,Windows,
72429,42913,Google Cloud Platform,Docker
72430,42913,,Google Cloud Platform
72431,42913,,Heroku
72432,42913,,Linux
72433,42913,,Windows
72434,42913,,WordPress
72435,42913,Linux,
72441,42913,WordPress,
72447,42923,AWS,Linux
72448,42923,,Microsoft Azure
72449,42923,,Raspberry Pi
72450,42923,,Windows
72451,42923,iOS,
72455,42923,Linux,
72459,42923,Microsoft Azure,
72463,42923,Raspberry Pi,
72467,42923,Windows,
72471,42968,Docker,AWS
72472,42968,,Docker
72473,42968,,Google Cloud Platform
72474,42968,,Kubernetes
72475,42968,,Linux
72476,42968,,Microsoft Azure
72477,42968,Google Cloud Platform,
72483,42968,Kubernetes,
72489,42968,Raspberry Pi,
72495,42972,AWS,AWS
72496,42972,,Docker
72497,42972,,Linux
72498,42972,,MacOS
72499,42972,,Microsoft Azure
72500,42972,,Windows
72501,42972,,WordPress
72502,42972,Docker,
72509,42972,Kubernetes,
72516,42972,Microsoft Azure,
72523,42982,AWS,AWS
72524,42982,,Docker
72525,42982,,Kubernetes
72526,42982,,Linux
72527,42982,,MacOS
72528,42982,,Microsoft Azure
72529,42982,,Raspberry Pi
72530,42982,,Slack Apps and Integrations
72531,42982,,Windows
72532,42982,Docker,
72541,42982,Kubernetes,
72550,42982,Linux,
72559,42982,MacOS,
72568,42982,Microsoft Azure,
72577,42982,Raspberry Pi,
72586,42982,Windows,
72595,43141,AWS,AWS
72596,43141,,Docker
72597,43141,,Kubernetes
72598,43141,Docker,
72601,43141,Kubernetes,
72604,43304,AWS,AWS
72605,43304,,Docker
72606,43304,,Heroku
72607,43304,,MacOS
72608,43304,,Slack Apps and Integrations
72609,43304,Docker,
72614,43304,MacOS,
72619,43304,Slack Apps and Integrations,
72624,43320,Docker,Android
72625,43320,,Docker
72626,43320,,Google Cloud Platform
72627,43320,,Raspberry Pi
72628,43320,,Windows
72629,43320,Raspberry Pi,
72634,43320,Windows,
72639,43361,Android,Android
72640,43361,,Arduino
72641,43361,,Google Cloud Platform
72642,43361,,Linux
72643,43361,Arduino,
72647,43361,Google Cloud Platform,
72651,43361,Linux,
72655,43361,Raspberry Pi,
72659,43499,Android,Android
72660,43499,,Linux
72661,43499,,MacOS
72662,43499,iOS,
72665,43499,Linux,
72668,43499,MacOS,
72671,43520,Docker,Docker
72672,43520,,Linux
72673,43520,,MacOS
72674,43520,,Microsoft Azure
72675,43520,,Windows
72676,43520,iOS,
72681,43520,Kubernetes,
72686,43520,Linux,
72691,43520,MacOS,
72696,43520,Microsoft Azure,
72701,43520,Windows,
72706,43533,AWS,AWS
72707,43533,,Docker
72708,43533,,MacOS
72709,43533,Docker,
72712,43533,MacOS,
72715,43537,Docker,Microsoft Azure
72716,43537,,Windows
72717,43537,Kubernetes,
72719,43537,Linux,
72721,43537,Microsoft Azure,
72723,43537,Windows,
72725,43563,Android,Android
72726,43563,,Linux
72727,43563,,iOS
72728,43563,AWS,
72731,43563,Docker,
72734,43563,Google Cloud Platform,
72737,43563,Linux,
72740,43606,Android,Linux
72741,43606,,MacOS
72742,43606,,Microsoft Azure
72743,43606,,Windows
72744,43606,iOS,
72748,43606,Linux,
72752,43606,MacOS,
72756,43606,Microsoft Azure,
72760,43606,Windows,
72764,43612,AWS,AWS
72765,43612,,Android
72766,43612,,IBM Cloud or Watson
72767,43612,,Linux
72768,43612,,MacOS
72769,43612,Docker,
72774,43612,Google Cloud Platform,
72779,43612,Linux,
72784,43612,MacOS,
72789,43661,Heroku,AWS
72790,43661,,Docker
72791,43661,,Linux
72792,43661,,Raspberry Pi
72793,43661,,WordPress
72794,43661,WordPress,
72799,43672,Android,Android
72800,43672,,Docker
72801,43672,,Linux
72802,43672,,Microsoft Azure
72803,43672,,Slack Apps and Integrations
72804,43672,Arduino,
72809,43672,AWS,
72814,43672,Docker,
72819,43672,iOS,
72824,43672,Kubernetes,
72829,43672,Linux,
72834,43672,Microsoft Azure,
72839,43672,Raspberry Pi,
72844,43672,Slack Apps and Integrations,
72849,43688,Android,Docker
72850,43688,,Linux
72851,43688,,MacOS
72852,43688,,Microsoft Azure
72853,43688,,Windows
72854,43688,Docker,
72859,43688,Linux,
72864,43688,Microsoft Azure,
72869,43688,Raspberry Pi,
72874,43688,Windows,
72879,43694,AWS,AWS
72880,43694,,Windows
72881,43694,Docker,
72883,43694,Windows,
72885,43700,Arduino,Arduino
72886,43700,,Docker
72887,43700,,Google Cloud Platform
72888,43700,,Kubernetes
72889,43700,,Linux
72890,43700,,Microsoft Azure
72891,43700,,Windows
72892,43700,Docker,
72899,43700,Kubernetes,
72906,43700,Linux,
72913,43700,Microsoft Azure,
72920,43700,Windows,
72927,43718,Android,AWS
72928,43718,,Android
72929,43718,,Microsoft Azure
72930,43718,,Windows
72931,43718,AWS,
72935,43718,Microsoft Azure,
72939,43718,Windows,
72943,43729,Raspberry Pi,WordPress
72944,43741,MacOS,AWS
72945,43741,,Docker
72946,43741,,Google Cloud Platform
72947,43741,,Kubernetes
72948,43741,,Linux
72949,43741,,Microsoft Azure
72950,43741,,Windows
72951,43749,Google Cloud Platform,Google Cloud Platform
72952,43749,,Linux
72953,43749,,Microsoft Azure
72954,43749,Linux,
72957,43749,Microsoft Azure,
72960,43766,AWS,AWS
72961,43766,,Docker
72962,43766,,Kubernetes
72963,43766,,Linux
72964,43766,,Raspberry Pi
72965,43766,Docker,
72970,43766,Kubernetes,
72975,43766,Linux,
72980,43766,Raspberry Pi,
72985,43783,Android,Android
72986,43783,,Docker
72987,43783,,Google Cloud Platform
72988,43783,,MacOS
72989,43783,,Windows
72990,43783,,iOS
72991,43783,AWS,
72997,43783,Docker,
73003,43783,Google Cloud Platform,
73009,43783,iOS,
73015,43838,AWS,Windows
73016,43838,Google Cloud Platform,
73017,43838,IBM Cloud or Watson,
73018,43838,Microsoft Azure,
73019,43838,Raspberry Pi,
73020,43838,Windows,
73021,43854,AWS,AWS
73022,43854,,Docker
73023,43854,,Kubernetes
73024,43854,,Linux
73025,43854,,Microsoft Azure
73026,43854,,Windows
73027,43854,Docker,
73033,43854,Kubernetes,
73039,43854,Linux,
73045,43854,Microsoft Azure,
73051,43854,Windows,
73057,43925,Docker,Docker
73058,43925,,Kubernetes
73059,43925,,Microsoft Azure
73060,43925,,Raspberry Pi
73061,43925,Kubernetes,
73065,43925,Microsoft Azure,
73069,43973,Arduino,AWS
73070,43973,,Arduino
73071,43973,,Docker
73072,43973,,Kubernetes
73073,43973,,Linux
73074,43973,,Raspberry Pi
73075,43973,AWS,
73081,43973,Docker,
73087,43973,Heroku,
73093,43973,Kubernetes,
73099,43973,Linux,
73105,43973,Raspberry Pi,
73111,44093,AWS,Docker
73112,44093,,Kubernetes
73113,44093,,Linux
73114,44093,Google Cloud Platform,
73117,44093,Kubernetes,
73120,44093,Linux,
73123,44093,Microsoft Azure,
73126,44093,Raspberry Pi,
73129,44098,Android,AWS
73130,44098,,Android
73131,44098,,Arduino
73132,44098,,Docker
73133,44098,,Linux
73134,44098,AWS,
73139,44098,Docker,
73144,44098,Linux,
73149,44134,Arduino,Linux
73150,44134,,Microsoft Azure
73151,44134,,Raspberry Pi
73152,44134,,Windows
73153,44134,Linux,
73157,44134,Raspberry Pi,
73161,44134,Windows,
73165,44188,Microsoft Azure,Windows
73166,44188,Windows,
73167,44210,Android,Arduino
73168,44210,,Docker
73169,44210,,Heroku
73170,44210,,Linux
73171,44210,,MacOS
73172,44210,,Raspberry Pi
73173,44210,,Windows
73174,44210,Docker,
73181,44210,Kubernetes,
73188,44210,Linux,
73195,44210,MacOS,
73202,44210,Raspberry Pi,
73209,44210,Windows,
73216,44235,Android,Google Cloud Platform
73217,44235,,Windows
73218,44235,Google Cloud Platform,
73220,44235,Microsoft Azure,
73222,44235,Windows,
73224,44276,Docker,Android
73225,44276,,Docker
73226,44276,,Linux
73227,44276,,Raspberry Pi
73228,44276,,iOS
73229,44276,iOS,
73234,44276,Linux,
73239,44309,AWS,Docker
73240,44309,,Linux
73241,44309,,Microsoft Azure
73242,44309,Docker,
73245,44309,Kubernetes,
73248,44330,Android,AWS
73249,44330,,Android
73250,44330,,Docker
73251,44330,,Google Cloud Platform
73252,44330,,Heroku
73253,44330,,Linux
73254,44330,,MacOS
73255,44330,,Raspberry Pi
73256,44330,AWS,
73264,44330,Docker,
73272,44330,Google Cloud Platform,
73280,44330,Heroku,
73288,44330,Kubernetes,
73296,44330,Linux,
73304,44330,MacOS,
73312,44330,Raspberry Pi,
73320,44330,Slack Apps and Integrations,
73328,44334,Microsoft Azure,Microsoft Azure
73329,44334,,Windows
73330,44334,Windows,
73332,44438,AWS,Windows
73333,44438,Google Cloud Platform,
73334,44438,Microsoft Azure,
73335,44450,Docker,Docker
73336,44450,,Linux
73337,44450,,WordPress
73338,44450,Kubernetes,
73341,44450,Linux,
73344,44457,Android,AWS
73345,44457,,Microsoft Azure
73346,44457,Arduino,
73348,44457,AWS,
73350,44457,Docker,
73352,44457,Google Cloud Platform,
73354,44457,IBM Cloud or Watson,
73356,44457,Kubernetes,
73358,44457,Linux,
73360,44457,MacOS,
73362,44457,Microsoft Azure,
73364,44457,Raspberry Pi,
73366,44457,Slack Apps and Integrations,
73368,44457,Windows,
73370,44458,AWS,iOS
73371,44458,Docker,
73372,44458,iOS,
73373,44458,Kubernetes,
73374,44458,Slack Apps and Integrations,
73375,44518,AWS,AWS
73376,44518,,Docker
73377,44518,,Linux
73378,44518,,MacOS
73379,44518,,Raspberry Pi
73380,44518,,Slack Apps and Integrations
73381,44518,Docker,
73387,44518,Google Cloud Platform,
73393,44518,Kubernetes,
73399,44518,Linux,
73405,44518,MacOS,
73411,44518,Microsoft Azure,
73417,44518,Raspberry Pi,
73423,44529,Docker,Docker
73424,44529,,Linux
73425,44529,Kubernetes,
73427,44529,Linux,
73429,44567,Android,Windows
73430,44567,AWS,
73431,44567,Docker,
73432,44567,Kubernetes,
73433,44567,Linux,
73434,44567,Microsoft Azure,
73435,44567,Windows,
73436,44592,Google Cloud Platform,Google Cloud Platform
73437,44592,,MacOS
73438,44592,,Slack Apps and Integrations
73439,44592,MacOS,
73442,44592,Slack Apps and Integrations,
73445,44632,Windows,Windows
73446,44666,Android,Android
73447,44666,,Docker
73448,44666,,Linux
73449,44666,,MacOS
73450,44666,,Slack Apps and Integrations
73451,44666,,iOS
73452,44666,Docker,
73458,44666,iOS,
73464,44666,Linux,
73470,44666,MacOS,
73476,44666,Slack Apps and Integrations,
73482,44693,Microsoft Azure,Microsoft Azure
73483,44736,Android,Windows
73484,44736,Windows,
73485,44786,Android,Android
73486,44786,,Google Cloud Platform
73487,44786,Arduino,
73489,44786,AWS,
73491,44786,Docker,
73493,44786,Google Cloud Platform,
73495,44786,Kubernetes,
73497,44786,Raspberry Pi,
73499,44800,Docker,Microsoft Azure
73500,44800,Microsoft Azure,
73501,44896,AWS,Microsoft Azure
73502,44896,,Windows
73503,44896,Docker,
73505,44984,Android,AWS
73506,44984,,Arduino
73507,44984,,Docker
73508,44984,,Windows
73509,44984,,WordPress
73510,44984,Arduino,
73515,44984,AWS,
73520,44984,Docker,
73525,44984,Google Cloud Platform,
73530,44984,Heroku,
73535,44984,iOS,
73540,44984,Kubernetes,
73545,44984,Linux,
73550,44984,MacOS,
73555,44984,Microsoft Azure,
73560,44984,Raspberry Pi,
73565,44984,Windows,
73570,45024,Docker,Docker
73571,45024,,Kubernetes
73572,45024,,Linux
73573,45024,Linux,
73576,45046,Microsoft Azure,Microsoft Azure
73577,45079,Android,Android
73578,45079,,Docker
73579,45079,,Google Cloud Platform
73580,45079,,Kubernetes
73581,45079,,Slack Apps and Integrations
73582,45079,,WordPress
73583,45079,Docker,
73589,45079,iOS,
73595,45079,Kubernetes,
73601,45093,Android,Android
73602,45093,,Google Cloud Platform
73603,45093,,Linux
73604,45093,,Microsoft Azure
73605,45093,,Raspberry Pi
73606,45093,,Windows
73607,45093,,WordPress
73608,45093,Linux,
73615,45093,Microsoft Azure,
73622,45093,Raspberry Pi,
73629,45093,Windows,
73636,45093,WordPress,
73643,45111,AWS,Microsoft Azure
73644,45111,,Windows
73645,45111,Microsoft Azure,
73647,45111,Raspberry Pi,
73649,45111,Windows,
73651,45116,Android,AWS
73652,45116,,Android
73653,45116,,Google Cloud Platform
73654,45116,,Linux
73655,45116,,MacOS
73656,45116,,Slack Apps and Integrations
73657,45116,,Windows
73658,45116,,WordPress
73659,45116,,iOS
73660,45116,Google Cloud Platform,
73669,45116,iOS,
73678,45116,MacOS,
73687,45116,Windows,
73696,45116,WordPress,
73705,45153,Google Cloud Platform,AWS
73706,45153,,Arduino
73707,45153,,Docker
73708,45153,,Linux
73709,45153,,MacOS
73710,45153,,Windows
73711,45153,Kubernetes,
73717,45182,MacOS,MacOS
73718,45186,Docker,AWS
73719,45186,,Docker
73720,45186,,Heroku
73721,45186,,MacOS
73722,45186,,Microsoft Azure
73723,45186,Heroku,
73728,45186,MacOS,
73733,45186,Microsoft Azure,
73738,45186,Raspberry Pi,
73743,45209,Android,AWS
73744,45209,,Android
73745,45209,,Docker
73746,45209,,Linux
73747,45209,,Microsoft Azure
73748,45209,,Windows
73749,45209,,iOS
73750,45209,Arduino,
73757,45209,AWS,
73764,45209,Docker,
73771,45209,iOS,
73778,45209,Linux,
73785,45209,Microsoft Azure,
73792,45209,Raspberry Pi,
73799,45209,Windows,
73806,45248,AWS,AWS
73807,45248,,Heroku
73808,45248,,MacOS
73809,45248,,Slack Apps and Integrations
73810,45248,Docker,
73814,45248,Google Cloud Platform,
73818,45248,Kubernetes,
73822,45248,MacOS,
73826,45285,Arduino,Heroku
73827,45285,,Linux
73828,45285,Heroku,
73830,45285,Linux,
73832,45285,Raspberry Pi,
73834,45295,Arduino,Android
73835,45295,,Arduino
73836,45295,,Docker
73837,45295,,Linux
73838,45295,,MacOS
73839,45295,,Windows
73840,45295,Windows,
73846,45335,Android,AWS
73847,45335,,Android
73848,45335,,Google Cloud Platform
73849,45335,,WordPress
73850,45335,AWS,
73854,45335,Docker,
73858,45335,Google Cloud Platform,
73862,45335,Heroku,
73866,45335,iOS,
73870,45335,Linux,
73874,45335,WordPress,
73878,45355,AWS,AWS
73879,45355,,Google Cloud Platform
73880,45355,,MacOS
73881,45355,MacOS,
73884,45407,Windows,Raspberry Pi
73885,45407,,Windows
73886,45407,,WordPress
73887,45457,AWS,AWS
73888,45457,,Docker
73889,45457,,Heroku
73890,45457,,Kubernetes
73891,45457,,Linux
73892,45457,,MacOS
73893,45457,,Raspberry Pi
73894,45457,,Slack Apps and Integrations
73895,45457,Docker,
73903,45457,Google Cloud Platform,
73911,45457,Kubernetes,
73919,45457,Linux,
73927,45457,MacOS,
73935,45457,Slack Apps and Integrations,
73943,45541,Docker,Docker
73944,45541,,Kubernetes
73945,45541,,Linux
73946,45541,,Microsoft Azure
73947,45541,,Raspberry Pi
73948,45541,,Windows
73949,45541,Kubernetes,
73955,45541,Linux,
73961,45541,Microsoft Azure,
73967,45541,Windows,
73973,45555,Docker,Docker
73974,45555,,Windows
73975,45555,Windows,
73977,45572,Docker,Docker
73978,45572,,Linux
73979,45572,,MacOS
73980,45572,,Windows
73981,45572,Kubernetes,
73985,45572,Linux,
73989,45572,MacOS,
73993,45572,Microsoft Azure,
73997,45572,Windows,
74001,45646,Android,AWS
74002,45646,,Android
74003,45646,,Arduino
74004,45646,,Docker
74005,45646,,Kubernetes
74006,45646,,Linux
74007,45646,AWS,
74013,45646,Docker,
74019,45646,iOS,
74025,45646,Kubernetes,
74031,45646,Linux,
74037,45667,Docker,Docker
74038,45667,,Linux
74039,45667,Linux,
74041,45669,AWS,Windows
74042,45669,Kubernetes,
74043,45669,Slack Apps and Integrations,
74044,45669,Windows,
74045,45710,Windows,AWS
74046,45710,,Docker
74047,45710,,Heroku
74048,45710,,Linux
74049,45710,,Windows
74050,45710,,WordPress
74051,45710,WordPress,
74057,45720,AWS,AWS
74058,45720,,Docker
74059,45720,,Linux
74060,45720,,MacOS
74061,45720,,WordPress
74062,45720,Docker,
74067,45720,Linux,
74072,45730,Android,Android
74073,45730,,Linux
74074,45730,,Windows
74075,45730,AWS,
74078,45730,Docker,
74081,45730,Google Cloud Platform,
74084,45730,Linux,
74087,45730,Windows,
74090,45772,Kubernetes,AWS
74091,45772,,Docker
74092,45772,,Windows
74093,45772,Microsoft Azure,
74096,45777,Docker,Docker
74097,45777,,Heroku
74098,45777,,Linux
74099,45777,,Windows
74100,45777,Heroku,
74104,45777,Linux,
74108,45778,AWS,AWS
74109,45778,,Docker
74110,45778,,Heroku
74111,45778,,Kubernetes
74112,45778,,iOS
74113,45778,Docker,
74118,45778,iOS,
74123,45778,Kubernetes,
74128,45781,Docker,Docker
74129,45781,,Linux
74130,45781,Linux,
74132,45803,Android,AWS
74133,45803,,Android
74134,45803,,Docker
74135,45803,,Linux
74136,45803,,MacOS
74137,45803,,Windows
74138,45803,AWS,
74144,45803,Docker,
74150,45803,Linux,
74156,45803,Windows,
74162,45867,Slack Apps and Integrations,AWS
74163,45867,,Docker
74164,45867,,Google Cloud Platform
74165,45867,,MacOS
74166,45907,Android,Android
74167,45907,,Arduino
74168,45907,,Google Cloud Platform
74169,45907,,Heroku
74170,45907,,Kubernetes
74171,45907,,Linux
74172,45907,,Windows
74173,45907,Google Cloud Platform,
74180,45907,Linux,
74187,45907,Windows,
74194,45929,Docker,AWS
74195,45929,,Docker
74196,45929,,Windows
74197,45929,Kubernetes,
74200,45929,Microsoft Azure,
74203,45929,Windows,
74206,45945,Linux,Linux
74207,45967,AWS,Heroku
74208,45967,,Linux
74209,45967,Docker,
74211,45967,Google Cloud Platform,
74213,45967,Linux,
74215,45967,Slack Apps and Integrations,
74217,45972,Android,Docker
74218,45972,,Google Cloud Platform
74219,45972,,Kubernetes
74220,45972,,Linux
74221,45972,Docker,
74225,45972,Google Cloud Platform,
74229,45972,iOS,
74233,45972,Kubernetes,
74237,45972,Linux,
74241,45972,Slack Apps and Integrations,
74245,45972,WordPress,
74249,46016,Android,AWS
74250,46016,,Android
74251,46016,,Docker
74252,46016,,Heroku
74253,46016,,Linux
74254,46016,,MacOS
74255,46016,Docker,
74261,46016,Kubernetes,
74267,46035,Android,Android
74268,46035,,Arduino
74269,46035,,Raspberry Pi
74270,46035,,Windows
74271,46035,,WordPress
74272,46035,Arduino,
74277,46044,AWS,AWS
74278,46044,,Docker
74279,46044,,Google Cloud Platform
74280,46044,,MacOS
74281,46044,,Microsoft Azure
74282,46044,,Slack Apps and Integrations
74283,46044,,Windows
74284,46044,Docker,
74291,46044,MacOS,
74298,46044,Microsoft Azure,
74305,46044,Slack Apps and Integrations,
74312,46044,Windows,
74319,46065,Android,Docker
74320,46065,,Kubernetes
74321,46065,,Slack Apps and Integrations
74322,46065,Docker,
74325,46065,iOS,
74328,46065,Kubernetes,
74331,46065,Slack Apps and Integrations,
74334,46071,Google Cloud Platform,AWS
74335,46071,,Linux
74336,46071,,Slack Apps and Integrations
74337,46071,Kubernetes,
74340,46071,Linux,
74343,46071,Raspberry Pi,
74346,46080,Android,Android
74347,46080,,Linux
74348,46080,,MacOS
74349,46080,,Raspberry Pi
74350,46080,,Windows
74351,46080,,WordPress
74352,46080,,iOS
74353,46080,iOS,
74360,46080,Linux,
74367,46080,MacOS,
74374,46080,Raspberry Pi,
74381,46080,Windows,
74388,46080,WordPress,
74395,46101,Docker,AWS
74396,46101,,Android
74397,46101,,Arduino
74398,46101,,Windows
74399,46101,Heroku,
74403,46101,iOS,
74407,46101,Linux,
74411,46121,Arduino,Arduino
74412,46121,,Docker
74413,46121,,Linux
74414,46121,,Microsoft Azure
74415,46121,,Raspberry Pi
74416,46121,,Windows
74417,46121,Docker,
74423,46121,Linux,
74429,46121,Raspberry Pi,
74435,46121,Windows,
74441,46143,Android,Android
74442,46143,,Arduino
74443,46143,,Docker
74444,46143,,Linux
74445,46143,,MacOS
74446,46143,,Raspberry Pi
74447,46143,,Windows
74448,46143,,WordPress
74449,46143,,iOS
74450,46143,Arduino,
74459,46143,Docker,
74468,46143,Linux,
74477,46143,Raspberry Pi,
74486,46143,Windows,
74495,46143,WordPress,
74504,46154,Android,Docker
74505,46154,,Heroku
74506,46154,,Linux
74507,46154,,Windows
74508,46154,Arduino,
74512,46154,Docker,
74516,46154,Linux,
74520,46154,Raspberry Pi,
74524,46192,Android,Android
74525,46192,,Docker
74526,46192,,Heroku
74527,46192,,Linux
74528,46192,,Windows
74529,46192,,WordPress
74530,46192,Arduino,
74536,46192,Docker,
74542,46192,Microsoft Azure,
74548,46192,Raspberry Pi,
74554,46192,Windows,
74560,46192,WordPress,
74566,46200,Docker,Windows
74567,46200,Linux,
74568,46200,MacOS,
74569,46200,Windows,
74570,46209,Android,Android
